證券代碼,公司中文全稱,年,月,報酬率％_月
00783 富邦中証500,,2023,4,-1.4446
00830 國泰費城半導體,,2023,4,-6.5701
00850 元大臺灣ESG永續,,2023,4,-2.3523
00851 台新全球AI,,2023,4,-2.546
00852L 國泰美國道瓊正2,,2023,4,5.1199
00861 元大全球未來通訊,,2023,4,-2.9965
00865B 國泰US短期公債,,2023,4,1.0422
00875 國泰網路資安,,2023,4,-2.5226
00876 元大全球5G,,2023,4,-6.0242
00878 國泰永續高股息,,2023,4,1.2688
00881 國泰台灣5G+,,2023,4,-3.8361
00882 中信中國高股息,,2023,4,2.9289
00885 富邦越南,,2023,4,-1.1424
00891 中信關鍵半導體,,2023,4,-7.2808
00892 富邦台灣半導體,,2023,4,-6.0606
00893 國泰智能電動車,,2023,4,-5.4699
00894 中信小資高價30,,2023,4,-4.957
00895 富邦未來車,,2023,4,-5.5445
00896 中信綠能及電動車,,2023,4,-1.0308
00897 富邦基因免疫生技,,2023,4,1.6196
00898 國泰基因免疫革命,,2023,4,4.0845
00899 FT潔淨能源,,2023,4,-2.3733
00900 富邦特選高股息30,,2023,4,-2.9889
00901 永豐智能車供應鏈,,2023,4,-3.7934
00902 中信電池及儲能,,2023,4,-5.6572
00903 富邦元宇宙,,2023,4,0.5032
00904 新光臺灣半導體30,,2023,4,-6.9771
00905 FT臺灣Smart,,2023,4,-2.1929
00907 永豐優息存股,,2023,4,0.069
00908 富邦入息REITs+,,2023,4,0.4387
00909 國泰數位支付服務,,2023,4,-1.8907
00910 第一金太空衛星,,2023,4,-3.8808
00911 兆豐洲際半導體,,2023,4,-7.3744
00912 中信臺灣智慧50,,2023,4,-3.2027
00913 兆豐台灣晶圓製造,,2023,4,-7.4985
00915 凱基優選高股息30,,2023,4,0.7954
00916 國泰全球品牌50,,2023,4,4.3978
00917 中信特選金融,,2023,4,2.3368
00918 大華優利高填息30,,2023,4,-0.2939
00919 群益台灣精選高息,,2023,4,-2.6441
00920 富邦ESG綠色電力,,2023,4,-1.0167
00921 兆豐龍頭等權重,,2023,4,1.7757
00922 國泰台灣領袖50,,2023,4,-2.8075
00923 群益台ESG低碳50,,2023,4,-3.9682
00924 復華S&P500成長,,2023,4,-0.2668
00925 新光標普電動車,,2023,4,-5.4668
0050 元大台灣50,,2023,5,7.4532
0051 元大中型100,,2023,5,8.0139
0052 富邦科技,,2023,5,10.5685
0053 元大電子,,2023,5,8.9817
0055 元大MSCI金融,,2023,5,3.272
0056 元大高股息,,2023,5,8.0059
0057 富邦摩台,,2023,5,6.7526
0061 元大寶滬深,,2023,5,-6.6492
006203 元大MSCI台灣,,2023,5,6.5141
006204 永豐臺灣加權,,2023,5,7.7317
006205 富邦上証,,2023,5,-8.0611
006206 元大上證50,,2023,5,-8.9415
006207 復華滬深,,2023,5,-7.6707
006208 富邦台50,,2023,5,7.1377
00631L 元大台灣50正2,,2023,5,13.6464
00632R 元大台灣50反1,,2023,5,-6.403
00633L 富邦上証正2,,2023,5,-13.3969
00634R 富邦上証反1,,2023,5,6.7416
00635U 期元大S&P黃金,,2023,5,-1.8703
00636 國泰中國A50,,2023,5,-8.5649
00636K 國泰中國A50+U,,2023,5,-8.6402
00637L 元大滬深300 正2,,2023,5,-13.416
00638R 元大滬深300 反1,,2023,5,6.6168
00639 富邦深100,,2023,5,-9.2054
00640L 富邦日本正2,,2023,5,7.4447
00641R 富邦日本反1,,2023,5,-3.9868
00642U 期元大S&P石油,,2023,5,-7.8617
00643 群益深証中小,,2023,5,-8.1921
00645 富邦日本,,2023,5,4.3778
00646 元大S&P500,,2023,5,2.0413
00647L 元大S&P500正2,,2023,5,2.5987
00648R 元大S&P500反1,,2023,5,-1.6925
00650L 復華香港正2,,2023,5,-17.9699
00651R 復華香港反1,,2023,5,9.3301
00652 富邦印度,,2023,5,1.958
00653L 富邦印度正2,,2023,5,5.5272
00654R 富邦印度反1,,2023,5,-2.8678
00655L 國泰中國A50正2,,2023,5,-13.3066
00656R 國泰中國A50反1,,2023,5,6.9464
00657 國泰日經225,,2023,5,5.4446
00657K 國泰日經225+U,,2023,5,5.7931
00660 元大歐洲50,,2023,5,-1.3252
00661 元大日經225,,2023,5,6.8641
00662 富邦NASDAQ,,2023,5,9.4507
00663L 國泰臺灣加權正2,,2023,5,14.8649
00664R 國泰臺灣加權反1,,2023,5,-6.3546
00665L 富邦恒生國企正2,,2023,5,-18.3952
00666R 富邦恒生國企反1,,2023,5,9.6862
00668 國泰美國道瓊,,2023,5,-2.4134
00668K 國泰美國道瓊+U,,2023,5,-2.3656
00669R 國泰美國道瓊反1,,2023,5,2.3929
00670L 富邦NASDAQ正2,,2023,5,17.8545
00671R 富邦NASDAQ反1,,2023,5,-8.4532
00673R 期元大S&P原油反1,,2023,5,7.0787
00674R 期元大S&P黃金反1,,2023,5,1.5873
00675L 富邦臺灣加權正2,,2023,5,13.4867
00676R 富邦臺灣加權反1,,2023,5,-6.079
00678 群益那斯達克生技,,2023,5,-2.9125
00680L 元大美債20正2,,2023,5,-5.3253
00681R 元大美債20反1,,2023,5,2.8904
00682U 期元大美元指數,,2023,5,2.7173
00683L 期元大美元指正2,,2023,5,5.3384
00684R 期元大美元指反1,,2023,5,-2.5815
00685L 群益臺灣加權正2,,2023,5,13.5316
00686R 群益臺灣加權反1,,2023,5,-6.7225
00688L 國泰20年美債正2,,2023,5,-6.0425
00689R 國泰20年美債反1,,2023,5,2.46
00690 兆豐臺灣藍籌30,,2023,5,4.7571
00692 富邦公司治理,,2023,5,6.7528
00693U 期街口S&P黃豆,,2023,5,-8.9252
00700 富邦恒生國企,,2023,5,-9.1407
00701 國泰股利精選30,,2023,5,4.0674
00702 國泰標普低波高息,,2023,5,-5.2886
00703 台新MSCI中國,,2023,5,-9.5419
00706L 期元大S&P日圓正2,,2023,5,-7.8618
00707R 期元大S&P日圓反1,,2023,5,3.9836
00708L 期元大S&P黃金正2,,2023,5,-3.9702
00709 富邦歐洲,,2023,5,-3.9323
00710B 復華彭博非投等債,,2023,5,0.2239
00711B 復華彭博新興債,,2023,5,-1.8349
00712 復華富時不動產,,2023,5,-2.0697
00713 元大台灣高息低波,,2023,5,8.5836
00714 群益道瓊美國地產,,2023,5,-3.0251
00715L 期街口布蘭特正2,,2023,5,-13.6841
00717 富邦美國特別股,,2023,5,-2.2634
00728 第一金工業30,,2023,5,7.0644
00730 富邦臺灣優質高息,,2023,5,2.5867
00731 復華富時高息低波,,2023,5,5.7016
00733 富邦臺灣中小,,2023,5,19.006
00735 國泰臺韓科技,,2023,5,9.977
00736 國泰新興市場,,2023,5,-1.6504
00737 國泰AI+Robo,,2023,5,9.5361
00738U 期元大道瓊白銀,,2023,5,-7.7643
00739 元大MSCI A股,,2023,5,-7.3357
00752 中信中國50,,2023,5,-9.1511
00753L 中信中國50正2,,2023,5,-19.2196
00757 統一FANG+,,2023,5,19.5676
00762 元大全球AI,,2023,5,14.3879
00763U 期街口道瓊銅,,2023,5,-6.788
00770 國泰北美科技,,2023,5,11.7183
00771 元大US高息特別股,,2023,5,-2.1217
00775B 新光投等債15+,,2023,5,-2.1364
00783 富邦中証500,,2023,5,-5.9102
00830 國泰費城半導體,,2023,5,19.1683
00850 元大臺灣ESG永續,,2023,5,6.6404
00851 台新全球AI,,2023,5,15.2594
00852L 國泰美國道瓊正2,,2023,5,-5.285
00861 元大全球未來通訊,,2023,5,7.4351
00865B 國泰US短期公債,,2023,5,0.3684
00875 國泰網路資安,,2023,5,6.8339
00876 元大全球5G,,2023,5,8.4089
00878 國泰永續高股息,,2023,5,5.8491
00881 國泰台灣5G+,,2023,5,9.0602
00882 中信中國高股息,,2023,5,-8.5364
00885 富邦越南,,2023,5,2.1332
00891 中信關鍵半導體,,2023,5,9.0515
00892 富邦台灣半導體,,2023,5,7.1491
00893 國泰智能電動車,,2023,5,17.2847
00894 中信小資高價30,,2023,5,7.6782
00895 富邦未來車,,2023,5,20.5452
00896 中信綠能及電動車,,2023,5,7.014
00897 富邦基因免疫生技,,2023,5,2.5235
00898 國泰基因免疫革命,,2023,5,0.2708
00899 FT潔淨能源,,2023,5,-1.4493
00900 富邦特選高股息30,,2023,5,4.382
00901 永豐智能車供應鏈,,2023,5,8.7538
00902 中信電池及儲能,,2023,5,-0.8448
00903 富邦元宇宙,,2023,5,12.3123
00904 新光臺灣半導體30,,2023,5,9.2463
00905 FT臺灣Smart,,2023,5,7.1751
00907 永豐優息存股,,2023,5,2.2069
00908 富邦入息REITs+,,2023,5,-4.4316
00909 國泰數位支付服務,,2023,5,4.1005
00910 第一金太空衛星,,2023,5,3.7685
00911 兆豐洲際半導體,,2023,5,18.9385
00912 中信臺灣智慧50,,2023,5,5.3222
00913 兆豐台灣晶圓製造,,2023,5,8.3598
00915 凱基優選高股息30,,2023,5,8.8591
00916 國泰全球品牌50,,2023,5,3.9072
00917 中信特選金融,,2023,5,-1.6116
00918 大華優利高填息30,,2023,5,7.665
00919 群益台灣精選高息,,2023,5,3.8023
00920 富邦ESG綠色電力,,2023,5,-0.1812
00921 兆豐龍頭等權重,,2023,5,4.4861
00922 國泰台灣領袖50,,2023,5,7.084
00923 群益台ESG低碳50,,2023,5,8.3333
00924 復華S&P500成長,,2023,5,4.0775
00925 新光標普電動車,,2023,5,5.5711
0050 元大台灣50,,2023,6,2.3385
0051 元大中型100,,2023,6,7.0157
0052 富邦科技,,2023,6,4.6889
0053 元大電子,,2023,6,4.8666
0055 元大MSCI金融,,2023,6,0.5643
0056 元大高股息,,2023,6,7.1501
0057 富邦摩台,,2023,6,2.8603
0061 元大寶滬深,,2023,6,1.1775
006203 元大MSCI台灣,,2023,6,3.3884
006204 永豐臺灣加權,,2023,6,3.0842
006205 富邦上証,,2023,6,0.7786
006206 元大上證50,,2023,6,1.7689
006207 復華滬深,,2023,6,1.6789
006208 富邦台50,,2023,6,2.6783
00631L 元大台灣50正2,,2023,6,5.4581
00632R 元大台灣50反1,,2023,6,-3.0179
00633L 富邦上証正2,,2023,6,5.9613
00634R 富邦上証反1,,2023,6,-2.1052
00635U 期元大S&P黃金,,2023,6,-3.0007
00636 國泰中國A50,,2023,6,1.772
00636K 國泰中國A50+U,,2023,6,0
00637L 元大滬深300 正2,,2023,6,6.425
00638R 元大滬深300 反1,,2023,6,-2.1021
00639 富邦深100,,2023,6,3.3797
00640L 富邦日本正2,,2023,6,15.4876
00641R 富邦日本反1,,2023,6,-7.3818
00642U 期元大S&P石油,,2023,6,0.751
00643 群益深証中小,,2023,6,3.0973
00645 富邦日本,,2023,6,7.5217
00646 元大S&P500,,2023,6,6.2267
00647L 元大S&P500正2,,2023,6,9.7816
00648R 元大S&P500反1,,2023,6,-4.4476
00650L 復華香港正2,,2023,6,11.0906
00651R 復華香港反1,,2023,6,-5.2517
00652 富邦印度,,2023,6,5.033
00653L 富邦印度正2,,2023,6,5.3925
00654R 富邦印度反1,,2023,6,-2.3105
00655L 國泰中國A50正2,,2023,6,5.6234
00656R 國泰中國A50反1,,2023,6,-2.3516
00657 國泰日經225,,2023,6,7.2783
00657K 國泰日經225+U,,2023,6,5.3916
00660 元大歐洲50,,2023,6,1.5022
00661 元大日經225,,2023,6,7.0323
00662 富邦NASDAQ,,2023,6,5.727
00663L 國泰臺灣加權正2,,2023,6,5.21
00664R 國泰臺灣加權反1,,2023,6,-2.8572
00665L 富邦恒生國企正2,,2023,6,13.9184
00666R 富邦恒生國企反1,,2023,6,-5.8458
00668 國泰美國道瓊,,2023,6,4.8368
00668K 國泰美國道瓊+U,,2023,6,3.5087
00669R 國泰美國道瓊反1,,2023,6,-2.8291
00670L 富邦NASDAQ正2,,2023,6,8.3387
00671R 富邦NASDAQ反1,,2023,6,-4.5187
00673R 期元大S&P原油反1,,2023,6,-1.0492
00674R 期元大S&P黃金反1,,2023,6,3.1251
00675L 富邦臺灣加權正2,,2023,6,5.6038
00676R 富邦臺灣加權反1,,2023,6,-3.2364
00678 群益那斯達克生技,,2023,6,1.2799
00680L 元大美債20正2,,2023,6,-1.875
00681R 元大美債20反1,,2023,6,0.7564
00682U 期元大美元指數,,2023,6,-0.8177
00683L 期元大美元指正2,,2023,6,-1.9005
00684R 期元大美元指反1,,2023,6,0.0001
00685L 群益臺灣加權正2,,2023,6,5.2608
00686R 群益臺灣加權反1,,2023,6,-2.7027
00688L 國泰20年美債正2,,2023,6,-1.3586
00689R 國泰20年美債反1,,2023,6,0.8353
00690 兆豐臺灣藍籌30,,2023,6,1.6974
00692 富邦公司治理,,2023,6,3.1785
00693U 期街口S&P黃豆,,2023,6,13.89
00700 富邦恒生國企,,2023,6,8.1686
00701 國泰股利精選30,,2023,6,3.9086
00702 國泰標普低波高息,,2023,6,5.6344
00703 台新MSCI中國,,2023,6,6.6105
00706L 期元大S&P日圓正2,,2023,6,-7.6224
00707R 期元大S&P日圓反1,,2023,6,3.9891
00708L 期元大S&P黃金正2,,2023,6,-5.8694
00709 富邦歐洲,,2023,6,4.1749
00710B 復華彭博非投等債,,2023,6,1.7341
00711B 復華彭博新興債,,2023,6,2.5068
00712 復華富時不動產,,2023,6,12.508
00713 元大台灣高息低波,,2023,6,4.3472
00714 群益道瓊美國地產,,2023,6,6.4097
00715L 期街口布蘭特正2,,2023,6,3.0489
00717 富邦美國特別股,,2023,6,2.316
00728 第一金工業30,,2023,6,1.2295
00730 富邦臺灣優質高息,,2023,6,1.2877
00731 復華富時高息低波,,2023,6,4.3984
00733 富邦臺灣中小,,2023,6,13.5842
00735 國泰臺韓科技,,2023,6,2.896
00736 國泰新興市場,,2023,6,4.7195
00737 國泰AI+Robo,,2023,6,4.0989
00738U 期元大道瓊白銀,,2023,6,-2.4682
00739 元大MSCI A股,,2023,6,0.6945
00752 中信中國50,,2023,6,8.2523
00753L 中信中國50正2,,2023,6,10.8695
00757 統一FANG+,,2023,6,7.176
00762 元大全球AI,,2023,6,5.1228
00763U 期街口道瓊銅,,2023,6,2.4708
00770 國泰北美科技,,2023,6,4.5262
00771 元大US高息特別股,,2023,6,2.6383
00775B 新光投等債15+,,2023,6,2.7245
00783 富邦中証500,,2023,6,-0.7035
00830 國泰費城半導體,,2023,6,3.9338
00850 元大臺灣ESG永續,,2023,6,3.205
00851 台新全球AI,,2023,6,6.3404
00852L 國泰美國道瓊正2,,2023,6,6.9476
00861 元大全球未來通訊,,2023,6,4.7809
00865B 國泰US短期公債,,2023,6,1.5659
00875 國泰網路資安,,2023,6,4.4284
00876 元大全球5G,,2023,6,5.1478
00878 國泰永續高股息,,2023,6,5.1338
00881 國泰台灣5G+,,2023,6,4.2774
00882 中信中國高股息,,2023,6,4.0001
00885 富邦越南,,2023,6,6.1794
00891 中信關鍵半導體,,2023,6,2.45
00892 富邦台灣半導體,,2023,6,3.4988
00893 國泰智能電動車,,2023,6,8.7285
00894 中信小資高價30,,2023,6,4.1016
00895 富邦未來車,,2023,6,9.2752
00896 中信綠能及電動車,,2023,6,5.2443
00897 富邦基因免疫生技,,2023,6,-0.7771
00898 國泰基因免疫革命,,2023,6,1.7541
00899 FT潔淨能源,,2023,6,0.6643
00900 富邦特選高股息30,,2023,6,3.2094
00901 永豐智能車供應鏈,,2023,6,4.4959
00902 中信電池及儲能,,2023,6,2.7256
00903 富邦元宇宙,,2023,6,6.1498
00904 新光臺灣半導體30,,2023,6,2.8998
00905 FT臺灣Smart,,2023,6,3.452
00907 永豐優息存股,,2023,6,-0.3859
00908 富邦入息REITs+,,2023,6,4.5495
00909 國泰數位支付服務,,2023,6,7.8776
00910 第一金太空衛星,,2023,6,4.7991
00911 兆豐洲際半導體,,2023,6,3.6513
00912 中信臺灣智慧50,,2023,6,2.3938
00913 兆豐台灣晶圓製造,,2023,6,1.4612
00915 凱基優選高股息30,,2023,6,4.0604
00916 國泰全球品牌50,,2023,6,6.4686
00917 中信特選金融,,2023,6,5.1879
00918 大華優利高填息30,,2023,6,7.3846
00919 群益台灣精選高息,,2023,6,4.0316
00920 富邦ESG綠色電力,,2023,6,0.0001
00921 兆豐龍頭等權重,,2023,6,5.5899
00922 國泰台灣領袖50,,2023,6,3.4682
00923 群益台ESG低碳50,,2023,6,3.1787
00924 復華S&P500成長,,2023,6,5.7803
00925 新光標普電動車,,2023,6,15.03
00926 凱基全球菁英55,,2023,6,4.5998
00927 群益半導體收益,,2023,6,1.6667
00929 復華台灣科技優息,,2023,6,3.2
0050 元大台灣50,,2023,7,1.2274
0051 元大中型100,,2023,7,9.1936
0052 富邦科技,,2023,7,2.584
0053 元大電子,,2023,7,4.9404
0055 元大MSCI金融,,2023,7,4.6613
0056 元大高股息,,2023,7,12.5128
0057 富邦摩台,,2023,7,2.1924
0061 元大寶滬深,,2023,7,7.0953
006203 元大MSCI台灣,,2023,7,2.2223
006204 永豐臺灣加權,,2023,7,2.4166
006205 富邦上証,,2023,7,8.4313
006206 元大上證50,,2023,7,9.0457
006207 復華滬深,,2023,7,7.1548
006208 富邦台50,,2023,7,1.4621
00631L 元大台灣50正2,,2023,7,3.401
00632R 元大台灣50反1,,2023,7,-1.867
00633L 富邦上証正2,,2023,7,15.3304
00634R 富邦上証反1,,2023,7,-7.0967
00635U 期元大S&P黃金,,2023,7,1.8396
00636 國泰中國A50,,2023,7,9.7017
00636K 國泰中國A50+U,,2023,7,9.6126
00637L 元大滬深300 正2,,2023,7,15.483
00638R 元大滬深300 反1,,2023,7,-6.7485
00639 富邦深100,,2023,7,6.3707
00640L 富邦日本正2,,2023,7,2.0166
00641R 富邦日本反1,,2023,7,-1.4943
00642U 期元大S&P石油,,2023,7,15.1763
00643 群益深証中小,,2023,7,2.7181
00645 富邦日本,,2023,7,1.2251
00646 元大S&P500,,2023,7,5.32
00647L 元大S&P500正2,,2023,7,7.7965
00648R 元大S&P500反1,,2023,7,-3.3031
00650L 復華香港正2,,2023,7,13.0362
00651R 復華香港反1,,2023,7,-6.351
00652 富邦印度,,2023,7,3.4363
00653L 富邦印度正2,,2023,7,5.2431
00654R 富邦印度反1,,2023,7,-2.1022
00655L 國泰中國A50正2,,2023,7,14.5719
00656R 國泰中國A50反1,,2023,7,-6.7659
00657 國泰日經225,,2023,7,0.9471
00657K 國泰日經225+U,,2023,7,0.3197
00660 元大歐洲50,,2023,7,2.8976
00661 元大日經225,,2023,7,0.2843
00662 富邦NASDAQ,,2023,7,6.0002
00663L 國泰臺灣加權正2,,2023,7,3.9138
00664R 國泰臺灣加權反1,,2023,7,-2.2057
00665L 富邦恒生國企正2,,2023,7,16.7331
00666R 富邦恒生國企反1,,2023,7,-8.0583
00668 國泰美國道瓊,,2023,7,4.8729
00668K 國泰美國道瓊+U,,2023,7,3.8739
00669R 國泰美國道瓊反1,,2023,7,-3.0381
00670L 富邦NASDAQ正2,,2023,7,8.7546
00671R 富邦NASDAQ反1,,2023,7,-4.321
00673R 期元大S&P原油反1,,2023,7,-12.8313
00674R 期元大S&P黃金反1,,2023,7,-1.8341
00675L 富邦臺灣加權正2,,2023,7,3.5682
00676R 富邦臺灣加權反1,,2023,7,-2.0067
00678 群益那斯達克生技,,2023,7,2.804
00680L 元大美債20正2,,2023,7,-5.0955
00681R 元大美債20反1,,2023,7,2.8417
00682U 期元大美元指數,,2023,7,-1.3578
00683L 期元大美元指正2,,2023,7,-2.5829
00684R 期元大美元指反1,,2023,7,1.4513
00685L 群益臺灣加權正2,,2023,7,4.2099
00686R 群益臺灣加權反1,,2023,7,-2.1605
00688L 國泰20年美債正2,,2023,7,-5.0505
00689R 國泰20年美債反1,,2023,7,2.7433
00690 兆豐臺灣藍籌30,,2023,7,-0.2539
00692 富邦公司治理,,2023,7,1.7442
00693U 期街口S&P黃豆,,2023,7,6.1353
00700 富邦恒生國企,,2023,7,10.0953
00701 國泰股利精選30,,2023,7,7.0828
00702 國泰標普低波高息,,2023,7,4.7671
00703 台新MSCI中國,,2023,7,11.1476
00706L 期元大S&P日圓正2,,2023,7,2.9557
00707R 期元大S&P日圓反1,,2023,7,-1.3292
00708L 期元大S&P黃金正2,,2023,7,3.8431
00709 富邦歐洲,,2023,7,3.9292
00710B 復華彭博非投等債,,2023,7,2.1146
00711B 復華彭博新興債,,2023,7,1.6608
00712 復華富時不動產,,2023,7,6.5042
00713 元大台灣高息低波,,2023,7,3.4805
00714 群益道瓊美國地產,,2023,7,2.9864
00715L 期街口布蘭特正2,,2023,7,28.4868
00717 富邦美國特別股,,2023,7,2.4623
00728 第一金工業30,,2023,7,-0.2429
00730 富邦臺灣優質高息,,2023,7,3.1249
00731 復華富時高息低波,,2023,7,10.8106
00733 富邦臺灣中小,,2023,7,18.1817
00735 國泰臺韓科技,,2023,7,5.1027
00736 國泰新興市場,,2023,7,7.537
00737 國泰AI+Robo,,2023,7,3.4169
00738U 期元大道瓊白銀,,2023,7,6.4618
00739 元大MSCI A股,,2023,7,7.0345
00752 中信中國50,,2023,7,12.7242
00753L 中信中國50正2,,2023,7,20.9149
00757 統一FANG+,,2023,7,5.7388
00762 元大全球AI,,2023,7,6.4516
00763U 期街口道瓊銅,,2023,7,5.4145
00770 國泰北美科技,,2023,7,6.9043
00771 元大US高息特別股,,2023,7,2.0691
00775B 新光投等債15+,,2023,7,0.7661
00783 富邦中証500,,2023,7,4.7065
00830 國泰費城半導體,,2023,7,7.1428
00850 元大臺灣ESG永續,,2023,7,3.7269
00851 台新全球AI,,2023,7,7.507
00852L 國泰美國道瓊正2,,2023,7,7.4683
00861 元大全球未來通訊,,2023,7,3.478
00865B 國泰US短期公債,,2023,7,1.9996
00875 國泰網路資安,,2023,7,2.7546
00876 元大全球5G,,2023,7,5.1275
00878 國泰永續高股息,,2023,7,13.5582
00881 國泰台灣5G+,,2023,7,6.0643
00882 中信中國高股息,,2023,7,4.7777
00885 富邦越南,,2023,7,10.9837
00891 中信關鍵半導體,,2023,7,-0.2899
00892 富邦台灣半導體,,2023,7,-0.1947
00893 國泰智能電動車,,2023,7,8.3189
00894 中信小資高價30,,2023,7,-0.951
00895 富邦未來車,,2023,7,5.5705
00896 中信綠能及電動車,,2023,7,5.5382
00897 富邦基因免疫生技,,2023,7,3.0028
00898 國泰基因免疫革命,,2023,7,4.3767
00899 FT潔淨能源,,2023,7,2.5448
00900 富邦特選高股息30,,2023,7,11.4565
00901 永豐智能車供應鏈,,2023,7,3.8167
00902 中信電池及儲能,,2023,7,7.9602
00903 富邦元宇宙,,2023,7,6.885
00904 新光臺灣半導體30,,2023,7,-0.4689
00905 FT臺灣Smart,,2023,7,3.2355
00907 永豐優息存股,,2023,7,1.906
00908 富邦入息REITs+,,2023,7,6.6824
00909 國泰數位支付服務,,2023,7,10.5177
00910 第一金太空衛星,,2023,7,0.8666
00911 兆豐洲際半導體,,2023,7,7.2897
00912 中信臺灣智慧50,,2023,7,1.2913
00913 兆豐台灣晶圓製造,,2023,7,-0.1149
00915 凱基優選高股息30,,2023,7,11.4441
00916 國泰全球品牌50,,2023,7,4.9581
00917 中信特選金融,,2023,7,7.398
00918 大華優利高填息30,,2023,7,9.6342
00919 群益台灣精選高息,,2023,7,7.6486
00920 富邦ESG綠色電力,,2023,7,1.9975
00921 兆豐龍頭等權重,,2023,7,2.5373
00922 國泰台灣領袖50,,2023,7,3.5383
00923 群益台ESG低碳50,,2023,7,3.4504
00924 復華S&P500成長,,2023,7,5.5251
00925 新光標普電動車,,2023,7,12.1953
00926 凱基全球菁英55,,2023,7,4.5254
00927 群益半導體收益,,2023,7,1.3665
00929 復華台灣科技優息,,2023,7,8.2845
00930 永豐ESG低碳高息,,2023,7,2.0664
0050 元大台灣50,,2023,8,-2.4068
0051 元大中型100,,2023,8,-2.1393
0052 富邦科技,,2023,8,-1.8892
0053 元大電子,,2023,8,-2.9243
0055 元大MSCI金融,,2023,8,-3.7114
0056 元大高股息,,2023,8,-1.2031
0057 富邦摩台,,2023,8,-3.3491
0061 元大寶滬深,,2023,8,-7.091
006203 元大MSCI台灣,,2023,8,-3.2513
006204 永豐臺灣加權,,2023,8,-1.8538
006205 富邦上証,,2023,8,-6.2888
006206 元大上證50,,2023,8,-6.3109
006207 復華滬深,,2023,8,-6.9143
006208 富邦台50,,2023,8,-2.5504
00631L 元大台灣50正2,,2023,8,-5.3629
00632R 元大台灣50反1,,2023,8,2.114
00633L 富邦上証正2,,2023,8,-10.5367
00634R 富邦上証反1,,2023,8,6.0183
00635U 期元大S&P黃金,,2023,8,-0.9442
00636 國泰中國A50,,2023,8,-5.8503
00636K 國泰中國A50+U,,2023,8,-7.7795
00637L 元大滬深300 正2,,2023,8,-10.2707
00638R 元大滬深300 反1,,2023,8,6.4693
00639 富邦深100,,2023,8,-8.3531
00640L 富邦日本正2,,2023,8,1.2601
00641R 富邦日本反1,,2023,8,-0.885
00642U 期元大S&P石油,,2023,8,2.6471
00643 群益深証中小,,2023,8,-8.8441
00645 富邦日本,,2023,8,0.7961
00646 元大S&P500,,2023,8,0.1565
00647L 元大S&P500正2,,2023,8,-2.8044
00648R 元大S&P500反1,,2023,8,1.3977
00650L 復華香港正2,,2023,8,-17.1535
00651R 復華香港反1,,2023,8,9.4946
00652 富邦印度,,2023,8,-0.8228
00653L 富邦印度正2,,2023,8,-4.4416
00654R 富邦印度反1,,2023,8,2.5503
00655L 國泰中國A50正2,,2023,8,-10.9714
00656R 國泰中國A50反1,,2023,8,6.3958
00657 國泰日經225,,2023,8,-2.1811
00657K 國泰日經225+U,,2023,8,-3.8248
00660 元大歐洲50,,2023,8,-2.7242
00661 元大日經225,,2023,8,-1.5374
00662 富邦NASDAQ,,2023,8,-0.393
00663L 國泰臺灣加權正2,,2023,8,-5.6496
00664R 國泰臺灣加權反1,,2023,8,2.4435
00665L 富邦恒生國企正2,,2023,8,-17.4062
00666R 富邦恒生國企反1,,2023,8,9.6983
00668 國泰美國道瓊,,2023,8,0.1484
00668K 國泰美國道瓊+U,,2023,8,-1.3987
00669R 國泰美國道瓊反1,,2023,8,1.9581
00670L 富邦NASDAQ正2,,2023,8,-4.484
00671R 富邦NASDAQ反1,,2023,8,1.9355
00673R 期元大S&P原油反1,,2023,8,-2.1897
00674R 期元大S&P黃金反1,,2023,8,0.8936
00675L 富邦臺灣加權正2,,2023,8,-5.0351
00676R 富邦臺灣加權反1,,2023,8,2.7305
00678 群益那斯達克生技,,2023,8,1.7674
00680L 元大美債20正2,,2023,8,-6.6156
00681R 元大美債20反1,,2023,8,3.2325
00682U 期元大美元指數,,2023,8,1.6717
00683L 期元大美元指正2,,2023,8,3.1725
00684R 期元大美元指反1,,2023,8,-1.3059
00685L 群益臺灣加權正2,,2023,8,-5.1145
00686R 群益臺灣加權反1,,2023,8,2.5236
00688L 國泰20年美債正2,,2023,8,-6.4797
00689R 國泰20年美債反1,,2023,8,3.4255
00690 兆豐臺灣藍籌30,,2023,8,-1.4915
00692 富邦公司治理,,2023,8,-2.6006
00693U 期街口S&P黃豆,,2023,8,2.397
00700 富邦恒生國企,,2023,8,-8.4476
00701 國泰股利精選30,,2023,8,-2.5108
00702 國泰標普低波高息,,2023,8,-0.9771
00703 台新MSCI中國,,2023,8,-7.9524
00706L 期元大S&P日圓正2,,2023,8,-6.4594
00707R 期元大S&P日圓反1,,2023,8,3.5412
00708L 期元大S&P黃金正2,,2023,8,-1.8505
00709 富邦歐洲,,2023,8,-1.2477
00710B 復華彭博非投等債,,2023,8,2.0164
00711B 復華彭博新興債,,2023,8,-1.694
00712 復華富時不動產,,2023,8,-2.0037
00713 元大台灣高息低波,,2023,8,1.4902
00714 群益道瓊美國地產,,2023,8,-1.0417
00715L 期街口布蘭特正2,,2023,8,5.0001
00717 富邦美國特別股,,2023,8,0.6766
00728 第一金工業30,,2023,8,-1.8263
00730 富邦臺灣優質高息,,2023,8,-2.9277
00731 復華富時高息低波,,2023,8,-1.9188
00733 富邦臺灣中小,,2023,8,1.1967
