,datadate,ticker,after-tax interest coverage,interest coverage ratio,cash flow/ total debt,operating margin before dep.,operating margin after dep.,return on equity,return on capital employed,LTD/ total assets,total debt/ total assets,book/ market,interest/ average LTD,interest/ average total debt,cash balance/ total liabilities,total debt/ EBITDA,short-term debt/ total debt,LTD/ total liabilities,free cash flow/ operating cash flow,total liabilities/ total tangible assets,LTD/ book equity,total debt/ capital,total debt/ equity,asset turnover,receivables turnover,payables turnover,sales/invested capital,sales/stockholders equity,accruals/average assets,price/ book,shillers cyclically adjusted P/E ratio,enterprise value multiple,"price/ operating earnings (Basic, Excl. EI)","price/ operating earnings (Diluted, Excl. EI)","P/E (Diluted, Excl. EI)","P/E (Diluted, Incl. EI)",price/ sales,price/ cash flow,dividend payout ratio,net profit magin,gross profit margin,pre-tax profit margin,return on assets,after-tax return on average common equity,after-tax return on invested capital,after-tax return on average stockholders' equity,gross profit/ total assets,common equity/invested capital,LTD/ invested capital,total debt/ invested capital,capitalization ratio,cash flow margin,splticrm,rating,prev_rating,rating_diff,after-tax interest coverage_change,interest coverage ratio_change,cash flow/ total debt_change,operating margin before dep._change,return on equity_change,total debt/ total assets_change,book/ market_change,interest/ average LTD_change,interest/ average total debt_change,cash balance/ total liabilities_change,free cash flow/ operating cash flow_change,total liabilities/ total tangible assets_change,total debt/ capital_change,total debt/ equity_change,asset turnover_change,receivables turnover_change,payables turnover_change,sales/invested capital_change,sales/stockholders equity_change,price/ book_change,shillers cyclically adjusted P/E ratio_change,enterprise value multiple_change,"price/ operating earnings (Basic, Excl. EI)_change","price/ operating earnings (Diluted, Excl. EI)_change","P/E (Diluted, Excl. EI)_change","P/E (Diluted, Incl. EI)_change",price/ sales_change,price/ cash flow_change,gross profit margin_change,after-tax return on average common equity_change,after-tax return on average stockholders' equity_change,gross profit/ total assets_change,common equity/invested capital_change,cash flow margin_change,rating_change,prev_rating_change,rating_diff_change
175,2014-11-30,UNH,9.61,15.491,0.144,0.089,0.078,0.161,0.202,0.201,0.599,0.416,0.044,0.038,0.179,1.488,0.136,0.29,0.784,12.133,0.426,0.537,1.551,1.519,15.387,4.63,2.642,3.936,-0.014,2.743,18.744,8.56,17.488,17.739,17.739,17.739,0.739,14.15,0.232,0.043,0.25,0.073,0.137,0.171,0.126,0.171,0.379,0.671,0.302,0.35,0.31,0.054,A+,25,22.0,3.0,-0.061,0.015,-0.182,-0.053,-0.139,0.0,-0.151,-0.185,-0.174,-0.466,-0.131,-0.285,0.07,0.04,0.024,-0.341,-0.037,-0.02,0.065,0.408,0.406,0.25,0.584,0.578,0.578,0.578,0.366,1.552,0.008,-0.086,-0.086,0.027,-0.08,-0.115,0.136,0.158,0.0
176,2012-04-30,UNP,6.755,10.007,0.221,0.375,0.293,0.109,0.21,0.197,0.588,0.609,0.065,0.063,0.046,1.213,0.023,0.328,0.459,0.664,0.281,0.344,1.427,0.444,15.131,16.439,0.717,1.053,-0.059,1.73,22.012,8.139,16.584,16.707,16.732,16.732,2.738,9.117,0.285,0.168,0.375,0.269,0.166,0.181,0.101,0.181,0.163,0.681,0.319,0.327,0.319,0.251,A-,19,16.0,3.0,0.308,0.302,0.74,-0.013,0.198,-0.013,-0.151,-0.015,0.0,-0.258,0.147,-0.021,-0.083,-0.033,0.162,0.028,0.071,0.168,0.112,0.126,-0.074,0.101,0.907,0.902,0.879,0.879,0.005,-0.234,-0.013,0.207,0.207,0.124,0.049,0.012,0.188,0.143,0.5
177,2013-12-31,UNP,9.065,13.658,0.226,0.416,0.334,0.128,0.243,0.197,0.58,0.482,0.059,0.055,0.055,1.062,0.057,0.32,0.476,0.659,0.266,0.338,1.382,0.446,14.936,14.935,0.736,1.062,-0.05,2.242,25.744,8.553,9.221,9.282,9.261,9.261,3.585,11.59,0.295,0.197,0.416,0.315,0.187,0.212,0.113,0.212,0.185,0.693,0.307,0.325,0.307,0.279,A,22,19.0,3.0,0.342,0.365,0.023,0.109,0.174,-0.014,-0.209,-0.092,-0.127,0.196,0.037,-0.008,-0.017,-0.032,0.005,-0.013,-0.091,0.026,0.009,0.296,0.17,0.051,-0.444,-0.444,-0.447,-0.447,0.309,0.271,0.109,0.171,0.171,0.135,0.018,0.112,0.158,0.188,0.0
178,2011-03-31,VMC,0.446,-0.129,0.046,0.14,-0.009,-0.021,-0.004,0.326,0.524,0.844,0.082,0.068,0.011,7.587,0.107,0.555,0.574,1.204,0.504,0.416,1.103,0.303,8.736,16.731,0.4,0.645,-0.036,1.222,34.414,23.506,-81.429,-81.429,-57.0,-60.8,2.3,29.032,9.113,-0.04,0.267,-0.075,0.042,-0.026,0.012,-0.026,0.082,0.62,0.38,0.425,0.38,0.109,BB,9,12.0,-3.0,-0.455,-2.518,-0.545,-0.097,2.5,-0.004,-0.028,0.025,0.079,0.1,-0.175,0.026,-0.002,-0.005,0.0,0.133,0.293,-0.038,0.008,0.265,0.838,0.046,-0.911,-0.911,-0.612,-0.719,0.267,0.861,-0.053,2.25,2.25,-0.047,-0.048,-0.204,-0.25,-0.143,0.5
179,2014-07-31,VMC,1.698,0.936,0.083,0.173,0.065,0.03,0.029,0.297,0.52,0.544,0.082,0.081,0.051,4.995,0.01,0.566,0.192,1.339,0.521,0.396,1.081,0.345,7.301,14.168,0.445,0.718,-0.028,1.748,-147.53,20.2,191.303,191.303,60.702,62.505,2.942,22.661,0.298,0.049,0.265,0.062,0.059,0.036,0.047,0.036,0.091,0.62,0.38,0.384,0.38,0.156,BB+,10,9.0,1.0,2.807,-8.256,0.804,0.236,-2.429,-0.008,-0.355,0.0,0.191,3.636,-0.666,0.112,-0.048,-0.02,0.139,-0.164,-0.153,0.113,0.113,0.43,-5.287,-0.141,-3.349,-3.349,-2.065,-2.028,0.279,-0.219,-0.007,-2.385,-2.385,0.11,0.0,0.431,0.111,-0.25,-1.333
180,2016-03-31,VMC,2.489,3.648,0.131,0.247,0.167,0.047,0.09,0.239,0.463,0.406,0.082,0.078,0.074,2.342,0.0,0.515,0.425,1.219,0.386,0.326,0.864,0.418,8.643,14.43,0.532,0.768,-0.033,2.747,212.684,17.301,50.033,50.512,61.378,64.372,4.122,28.024,0.228,0.068,0.331,0.096,0.103,0.054,0.058,0.054,0.136,0.692,0.308,0.308,0.308,0.148,BBB,14,10.0,4.0,0.466,2.897,0.578,0.428,0.567,-0.11,-0.254,0.0,-0.037,0.451,1.214,-0.09,-0.177,-0.201,0.212,0.184,0.018,0.196,0.07,0.572,-2.442,-0.144,-0.738,-0.736,0.011,0.03,0.401,0.237,0.249,0.5,0.5,0.495,0.116,-0.051,0.4,0.111,3.0
181,2013-09-30,VZ,1.54,5.553,0.225,0.276,0.136,0.026,0.183,0.229,0.61,0.415,0.065,0.056,0.041,1.589,0.142,0.322,0.51,1.567,0.741,0.65,4.002,0.522,9.722,3.709,0.891,3.423,-0.14,2.235,38.211,5.712,50.188,50.188,86.435,86.435,1.129,4.004,3.578,0.013,0.614,0.102,0.144,0.044,0.096,0.044,0.321,0.26,0.335,0.391,0.563,0.245,BBB+,16,19.0,-3.0,0.944,0.226,0.018,-0.089,-3.167,-0.024,-0.36,-0.058,-0.082,0.323,-0.004,0.009,0.011,0.131,0.094,0.1,0.17,0.128,0.268,0.319,0.848,0.266,1.342,1.342,-1.628,-1.628,0.2,0.332,0.018,-3.444,-3.444,0.115,-0.11,0.079,-0.158,-0.136,0.0
182,2014-06-30,WMB,1.667,2.123,0.122,0.318,0.196,0.052,0.084,0.43,0.679,0.293,0.057,0.054,0.045,5.348,0.045,0.605,-0.685,1.028,1.348,0.724,3.818,0.253,10.38,4.121,0.345,1.422,-0.066,5.282,146.225,17.05,90.953,90.953,97.017,98.661,6.327,19.843,2.451,0.062,0.393,0.147,0.083,0.087,0.057,0.087,0.099,0.243,0.561,0.587,0.698,0.215,BB+,10,14.0,-4.0,-0.289,-0.32,-0.523,-0.276,-0.54,-0.165,0.655,-0.186,-0.194,-0.318,-4.663,-0.037,-0.138,-0.49,-0.338,-0.021,-0.128,-0.501,-0.678,-0.005,2.717,1.103,2.749,2.69,3.219,1.017,1.735,2.721,-0.22,-0.508,-0.508,-0.591,0.548,-0.366,-0.286,0.167,-3.0
183,2016-01-31,WMB,1.307,1.217,0.07,0.4,0.178,0.026,0.044,0.45,0.62,0.434,0.051,0.048,0.007,7.608,0.062,0.681,-0.134,1.092,1.685,0.745,3.895,0.148,8.797,4.827,0.184,0.928,-0.055,1.209,20.955,19.441,31.639,31.639,42.889,42.889,1.931,4.672,5.288,0.045,0.493,0.066,0.059,0.04,0.031,0.04,0.073,0.198,0.526,0.561,0.726,0.266,BB,9,10.0,-1.0,-0.216,-0.427,-0.426,0.258,-0.5,-0.087,0.481,-0.105,-0.111,-0.844,-0.804,0.062,0.029,0.02,-0.415,-0.153,0.171,-0.467,-0.347,-0.771,-0.857,0.14,-0.652,-0.652,-0.558,-0.565,-0.695,-0.765,0.254,-0.54,-0.54,-0.263,-0.185,0.237,-0.1,-0.286,-0.75
184,2014-03-31,WU,5.082,6.051,0.121,0.261,0.214,0.588,0.23,0.416,0.891,0.15,0.053,0.047,0.241,2.913,0.119,0.412,0.926,42.957,2.608,0.815,8.162,0.566,72.682,4.933,1.15,5.017,-0.03,6.296,9.439,9.458,10.693,10.763,11.441,11.441,1.618,8.235,0.347,0.144,0.468,0.167,0.148,0.781,0.198,0.781,0.256,0.229,0.771,0.874,0.771,0.191,BBB,14,16.0,-2.0,-0.351,-0.246,-0.16,-0.13,-0.421,0.001,0.071,-0.036,-0.078,0.409,-0.025,0.034,0.016,0.013,-0.083,0.155,-0.111,-0.128,-0.102,0.276,0.201,0.117,0.467,0.468,0.833,0.833,0.22,0.261,-0.033,-0.462,-0.462,-0.144,-0.03,-0.268,-0.125,-0.158,-0.333
185,2015-07-31,WYNN,2.256,2.933,0.124,0.278,0.214,4.806,0.146,0.822,0.982,0.011,0.049,0.049,0.302,5.374,0.005,0.833,-0.653,1.573,77.911,1.004,-262.05,0.55,21.014,12.755,0.658,43.164,-0.045,44.337,19.994,17.538,19.223,19.441,22.889,22.889,2.091,11.992,2.529,0.092,0.39,0.128,0.153,123.663,0.132,123.663,0.215,-0.004,0.979,0.984,1.005,0.193,BB,9,10.0,-1.0,-0.025,-0.134,-0.496,0.057,44.34,0.667,-0.93,-0.329,-0.329,-0.228,-1.799,0.875,0.812,-172.275,-0.146,-0.22,-0.334,-0.114,24.785,5.177,-0.717,0.354,-0.62,-0.618,-0.609,-0.609,-0.471,-0.171,0.071,1154.729,1154.729,-0.081,-1.009,-0.015,-0.1,0.111,-2.0
186,2016-11-30,WYNN,1.57,1.415,0.055,0.213,0.13,1.202,0.059,0.879,0.999,0.023,0.04,0.04,0.195,10.707,0.0,0.879,-0.7,1.369,47.528,1.011,-106.69,0.385,22.613,11.994,0.438,30.628,-0.066,43.759,19.69,20.888,48.108,48.108,48.108,48.108,2.523,11.426,1.464,0.052,0.385,0.065,0.084,-1.946,0.071,-1.946,0.148,-0.011,0.999,0.999,1.011,0.161,BB-,8,9.0,-1.0,-0.304,-0.518,-0.556,-0.234,-0.75,0.017,1.091,-0.184,-0.184,-0.354,0.072,-0.13,0.007,-0.593,-0.3,0.076,-0.06,-0.334,-0.29,-0.013,-0.015,0.191,1.503,1.475,1.102,1.102,0.207,-0.047,-0.013,-1.016,-1.016,-0.312,1.75,-0.166,-0.111,-0.1,0.0
187,2016-01-31,X,0.033,0.45,0.175,0.051,0.008,-0.06,0.015,0.302,0.695,2.087,0.077,0.069,0.156,5.254,0.106,0.389,0.013,1.808,0.865,0.6,2.277,1.13,8.143,6.811,1.965,3.704,-0.068,0.322,-2.211,9.761,21.875,26.923,-4.217,-4.217,0.078,1.852,0.284,-0.018,0.083,-0.044,0.057,-0.063,0.001,-0.063,0.094,0.53,0.469,0.525,0.47,0.025,B,6,8.0,-2.0,-0.97,-0.629,0.804,0.041,-11.0,-0.093,0.693,0.481,0.327,2.059,-0.958,-0.023,-0.028,-0.304,-0.077,0.004,-0.254,-0.215,-0.292,-0.558,-1.013,0.293,-0.576,-0.677,-1.01,-1.01,-0.422,-0.31,0.0,-11.5,-11.5,-0.069,0.106,-0.324,-0.25,-0.111,1.0
188,2012-03-31,XLNX,11.418,12.311,0.419,0.322,0.296,0.203,0.204,0.21,0.417,0.359,0.061,0.061,1.049,1.227,0.0,0.504,0.922,4.633,0.307,0.284,0.714,0.531,9.47,8.15,0.67,0.911,-0.071,3.195,22.197,12.814,16.811,17.289,17.455,17.455,4.237,11.14,0.339,0.25,0.67,0.276,0.176,0.237,0.168,0.237,0.356,0.735,0.265,0.265,0.265,0.281,BBB+,16,14.0,2.0,-0.358,-0.405,-0.196,-0.101,-0.254,-0.019,0.065,0.196,0.196,0.039,0.026,0.141,-0.047,-0.033,-0.182,0.583,0.17,-0.191,-0.193,-0.119,-0.076,0.372,0.109,0.126,0.167,0.167,0.061,-0.296,-0.007,-0.243,-0.243,-0.187,0.003,-0.057,0.143,0.167,0.0
189,2013-12-31,XLNX,10.875,12.111,0.372,0.324,0.294,0.165,0.175,0.194,0.404,0.25,0.117,0.058,0.972,1.286,0.502,0.238,0.951,5.293,0.144,0.261,0.679,0.465,8.816,7.74,0.672,0.78,-0.034,3.901,25.295,16.063,21.66,23.075,24.168,24.168,5.52,17.622,0.466,0.24,0.704,0.266,0.154,0.189,0.15,0.189,0.327,0.861,0.139,0.28,0.139,0.273,A-,19,16.0,3.0,-0.048,-0.016,-0.112,0.006,-0.187,-0.031,-0.304,0.918,-0.049,-0.073,0.031,0.142,-0.081,-0.049,-0.124,-0.069,-0.05,0.003,-0.144,0.221,0.14,0.254,0.288,0.335,0.385,0.385,0.303,0.582,0.051,-0.203,-0.203,-0.081,0.171,-0.028,0.188,0.143,0.5
190,2011-09-30,XRAY,12.173,16.153,0.269,0.2,0.173,0.145,0.165,0.187,0.421,0.395,0.039,0.039,0.407,1.388,0.014,0.439,0.866,3.307,0.315,0.281,0.747,0.676,6.1,10.027,0.885,1.2,-0.031,2.044,16.648,12.316,15.269,15.579,16.068,16.068,1.895,11.516,0.101,0.12,0.54,0.158,0.144,0.151,0.119,0.151,0.365,0.737,0.242,0.245,0.247,0.151,BBB+,16,19.0,-3.0,-0.07,-0.073,-0.124,-0.029,-0.02,0.117,-0.032,-0.381,-0.22,0.201,-0.008,0.251,0.181,0.186,-0.088,-0.026,0.035,-0.11,-0.03,-0.213,-0.197,0.044,-0.102,-0.098,-0.065,-0.065,-0.078,0.008,0.009,-0.019,-0.019,-0.078,-0.082,-0.032,-0.158,0.188,-2.0
191,2013-12-31,XRX,3.861,4.35,0.143,0.153,0.087,0.1,0.088,0.277,0.587,0.951,0.059,0.05,0.062,2.608,0.155,0.4,0.887,8.469,0.591,0.451,1.435,0.697,4.085,7.382,1.076,1.707,-0.068,1.244,17.661,6.128,49.172,50.186,52.913,52.344,0.729,4.712,0.263,0.057,0.383,0.071,0.105,0.098,0.083,0.097,0.267,0.612,0.362,0.428,0.365,0.126,BBB,14,12.0,2.0,1.011,0.839,0.092,0.195,0.37,-0.163,-0.008,-0.078,-0.107,-0.727,-0.073,-0.065,-0.269,-0.399,0.067,0.246,0.351,0.142,-0.207,0.076,0.73,-0.312,2.201,2.267,2.106,2.073,0.358,0.276,-0.16,0.342,0.329,-0.073,0.4,0.575,0.167,-0.143,-2.0
192,2016-01-31,XRX,2.607,4.087,0.124,0.147,0.078,0.054,0.079,0.29,0.605,0.925,0.057,0.047,0.074,2.808,0.183,0.392,0.823,10.037,0.624,0.47,1.538,0.704,4.445,7.665,1.114,1.791,-0.038,1.083,9.221,7.609,44.828,45.349,79.592,130.0,0.532,6.208,0.639,0.031,0.372,0.032,0.101,0.051,0.055,0.052,0.262,0.601,0.375,0.459,0.376,0.098,BBB-,12,14.0,-2.0,-0.325,-0.06,-0.133,-0.039,-0.46,0.031,-0.027,-0.034,-0.06,0.194,-0.072,0.185,0.042,0.072,0.01,0.088,0.038,0.035,0.049,-0.129,-0.478,0.242,-0.088,-0.096,0.504,1.484,-0.27,0.317,-0.029,-0.48,-0.464,-0.019,-0.018,-0.222,-0.143,0.167,-2.0
